Sleutel;Datum Verzoek Inschr;Ingangsdatum;Collegejaar;Datum intrekking vooraanmelding;Inschrijfstatus;Faculteit;Examentype;Croho;Croho groepeernaam;Opleiding;Hoofdopleiding;Eerstejaars croho jaar;Is eerstejaars croho opleiding;Is hogerejaars;BBC ontvangen;Type vooropleiding;Nationaliteit;EER;Geslacht;Geverifieerd adres postcode;Geverifieerd adres plaats;Geverifieerd adres land;Studieadres postcode;Studieadres land;School code eerste vooropleiding;School eerste vooropleiding;Plaats code eerste vooropleiding;Land code eerste vooropleiding;Aantal studenten
STU00981;24-03-2022;01-09-2021;2021;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2021;1;0;0;VWO;Duitse;J;V;6503EF;Wageningen;DE;6525HP;NL;DE02;Gesamtschule Emmerich;EMME;DE;1
STU01935;10-04-2024;01-09-2023;2023;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2023;1;0;0;HBO;Nederlandse;J;V;6500AA;Arnhem;NL;6525ED;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU00182;17-05-2019;01-09-2018;2018;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2018;1;0;0;VWO;Duitse;J;M;6521CD;Nijmegen;DE;6525ED;NL;DE02;Gesamtschule Emmerich;EMME;DE;1
STU00596;18-06-2020;01-09-2019;2019;25-08-2020;Geannuleerd;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2019;1;0;0;HAVO;Nederlandse;J;M;6534ST;Nijmegen;NL;6500AA;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU02113;30-09-2024;01-09-2024;2024;;Verzoek tot inschrijving;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2024;1;0;0;VWO;Duitse;J;V;6531EF;Wageningen;DE;6525HP;NL;DE01;Gymnasium Kleve;KLEV;DE;1
STU01520;17-02-2023;01-09-2022;2022;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2022;1;0;0;VWO;Nederlandse;J;M;6512BH;Nijmegen;NL;6525HR;NL;00DK;Montessori College;0268;NL;1
STU00197;28-08-2019;01-09-2018;2018;28-09-2018;Geannuleerd;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2018;1;0;0;VWO;Chinese;N;M;6525ED;Nijmegen;NL;6511AB;NL;00GQ;Dominicus College;0268;NL;1
STU02061;24-02-2025;01-10-2024;2024;;Geannuleerd;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2024;1;0;0;HBO;Duitse;J;V;6502CD;Eindhoven;DE;6531EF;NL;DE01;Gymnasium Kleve;KLEV;DE;1
STU01353;13-07-2023;01-09-2022;2022;15-08-2023;Geannuleerd;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2022;1;0;0;VWO;Nederlandse;J;M;6525HR;Arnhem;NL;6534ST;NL;00DK;Montessori College;0268;NL;1
STU00931;27-04-2021;01-09-2020;2020;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2020;1;0;0;VWO;Nederlandse;J;M;6521CD;Arnhem;NL;6525HP;NL;00AH;Canisius College;0268;NL;1
STU01746;22-08-2024;01-10-2023;2023;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2023;1;0;0;VWO;Nederlandse;J;V;6525HR;Eindhoven;NL;6525HP;NL;00DK;Montessori College;0268;NL;1
STU00167;30-01-2019;01-10-2018;2018;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2018;1;0;0;HBO;Nederlandse;J;M;6501AB;Nijmegen;NL;6525ED;NL;00GQ;Dominicus College;0268;NL;1
STU00782;08-03-2021;01-09-2020;2020;15-04-2021;Geannuleerd;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2020;1;0;0;VWO;Belgische;J;V;6551IJ;Arnhem;NL;6531EF;NL;00GQ;Dominicus College;0268;NL;1
STU01502;10-08-2023;01-10-2022;2022;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2022;1;0;0;VWO;Nederlandse;J;V;6521CD;Eindhoven;NL;6503EF;NL;00AH;Canisius College;0268;NL;1
STU00072;24-06-2019;01-09-2018;2018;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2018;1;0;0;WO;Nederlandse;J;M;6525HR;Nijmegen;NL;6504GH;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU00781;30-09-2020;01-09-2020;2020;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2020;1;0;0;VWO;Nederlandse;J;V;6525ED;Wageningen;NL;6503EF;NL;00GQ;Dominicus College;0268;NL;1
STU00063;27-02-2019;01-09-2018;2018;;Geannuleerd;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2018;1;0;0;VWO;Nederlandse;J;M;6541GH;Nijmegen;NL;6501AB;NL;00GQ;Dominicus College;0268;NL;1
STU01906;13-08-2024;01-10-2023;2023;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2023;1;0;0;VWO;Nederlandse;J;M;6534ST;Wageningen;NL;6541GH;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU01410;27-07-2023;01-10-2022;2022;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2022;1;0;0;HAVO;Duitse;J;V;6521CD;Arnhem;DE;6525ED;NL;DE01;Gymnasium Kleve;KLEV;DE;1
STU01796;25-01-2024;01-09-2023;2023;05-03-2024;Geannuleerd;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2023;1;0;0;VWO;Nederlandse;J;M;6504GH;Nijmegen;NL;6534ST;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU00401;24-12-2019;01-09-2019;2019;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2019;1;0;0;VWO;Duitse;J;M;6500AA;Nijmegen;DE;6525ED;NL;DE02;Gesamtschule Emmerich;EMME;DE;1
STU01451;12-10-2022;01-09-2022;2022;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2022;1;0;0;VWO;Duitse;J;V;6504GH;Eindhoven;DE;6541GH;NL;DE02;Gesamtschule Emmerich;EMME;DE;1
STU01732;17-05-2024;01-09-2023;2023;;Geannuleerd;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2023;1;0;0;WO;Nederlandse;J;V;6525ED;Arnhem;NL;6541GH;NL;00BJ;Kandinsky College;0268;NL;1
STU00454;22-11-2019;01-09-2019;2019;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2019;1;0;0;HBO;Nederlandse;J;V;6504GH;Arnhem;NL;6512BH;NL;00DK;Montessori College;0268;NL;1
STU01974;18-11-2024;01-09-2024;2024;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2024;1;0;0;VWO;Duitse;J;V;6501AB;Nijmegen;DE;6511AB;NL;DE02;Gesamtschule Emmerich;EMME;DE;1
STU02022;14-10-2024;01-09-2024;2024;;Aanmelding vervolgen;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2024;1;0;0;VWO;Nederlandse;J;M;6501AB;Eindhoven;NL;6501AB;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU02114;06-02-2025;01-09-2024;2024;;Verzoek tot inschrijving;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2024;1;0;0;VWO;Belgische;J;V;6501AB;Arnhem;NL;6521CD;NL;00DK;Montessori College;0268;NL;1
STU00559;03-10-2019;01-09-2019;2019;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2019;1;0;0;VWO;Nederlandse;J;M;6502CD;Wageningen;NL;6525HR;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU00080;15-11-2018;01-09-2018;2018;05-12-2018;Geannuleerd;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2018;1;0;0;VWO;Nederlandse;J;M;6525ED;Arnhem;NL;6512BH;NL;00DK;Montessori College;0268;NL;1
STU00953;28-01-2021;01-09-2020;2020;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2020;1;0;0;HBO;Duitse;J;M;6525ED;Nijmegen;DE;6512BH;NL;DE01;Gymnasium Kleve;KLEV;DE;1
STU01651;22-03-2024;01-10-2023;2023;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2023;1;0;0;HAVO;Nederlandse;J;V;6551IJ;Nijmegen;NL;6525HP;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU00784;19-05-2021;01-09-2020;2020;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2020;1;0;0;WO;Duitse;J;V;6525HR;Arnhem;DE;6534ST;NL;DE02;Gesamtschule Emmerich;EMME;DE;1
STU00433;07-08-2020;01-09-2019;2019;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2019;1;0;0;HAVO;Nederlandse;J;M;6525HP;Nijmegen;NL;6531EF;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU00575;22-01-2020;01-09-2019;2019;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2019;1;0;0;VWO;Nederlandse;J;V;6500AA;Wageningen;NL;6501AB;NL;00DK;Montessori College;0268;NL;1
STU01105;16-08-2022;01-09-2021;2021;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2021;1;0;0;WO;Nederlandse;J;M;6551IJ;Arnhem;NL;6551IJ;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU00664;13-01-2021;01-09-2020;2020;;Geannuleerd;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2020;1;0;0;WO;Nederlandse;J;V;6502CD;Eindhoven;NL;6531EF;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU01366;20-07-2023;01-09-2022;2022;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2022;1;0;0;VWO;Belgische;J;M;6512BH;Arnhem;NL;6500AA;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU01725;26-03-2024;01-09-2023;2023;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2023;1;0;0;VWO;Nederlandse;J;V;6502CD;Nijmegen;NL;6541GH;NL;00DK;Montessori College;0268;NL;1
STU00467;22-04-2020;01-09-2019;2019;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2019;1;0;0;HBO;Chinese;N;M;6525ED;Nijmegen;NL;6541GH;NL;00AH;Canisius College;0268;NL;1
STU00712;17-08-2021;01-09-2020;2020;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2020;1;0;0;VWO;Nederlandse;J;V;6502CD;Eindhoven;NL;6502CD;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU00121;26-08-2019;01-09-2018;2018;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2018;1;0;0;VWO;Nederlandse;J;M;6521CD;Arnhem;NL;6531EF;NL;00AH;Canisius College;0268;NL;1
STU01037;27-09-2021;01-09-2021;2021;09-11-2021;Geannuleerd;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2021;1;0;0;VWO;Nederlandse;J;M;6502CD;Nijmegen;NL;6511AB;NL;00BJ;Kandinsky College;0268;NL;1
STU01605;03-08-2023;01-09-2022;2022;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2022;1;0;0;HBO;Nederlandse;J;M;6525HP;Arnhem;NL;6534ST;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU00142;02-08-2019;01-09-2018;2018;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2018;1;0;0;HAVO;Nederlandse;J;M;6521CD;Nijmegen;NL;6525HR;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU00585;30-03-2020;01-09-2019;2019;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2019;1;0;0;VWO;Nederlandse;J;M;6525HR;Arnhem;NL;6534ST;NL;00AH;Canisius College;0268;NL;1
STU01428;07-02-2023;01-09-2022;2022;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2022;1;0;0;HBO;Nederlandse;J;M;6512BH;Nijmegen;NL;6500AA;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU00900;02-04-2021;01-09-2020;2020;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2020;1;0;0;WO;Nederlandse;J;M;6525HP;Nijmegen;NL;6551IJ;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU01832;10-11-2023;01-10-2023;2023;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2023;1;0;0;VWO;Chinese;N;V;6525HP;Arnhem;NL;6525HR;NL;00BJ;Kandinsky College;0268;NL;1
STU01672;14-08-2024;01-10-2023;2023;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2023;1;0;0;VWO;Nederlandse;J;V;6502CD;Arnhem;NL;6521CD;NL;00DK;Montessori College;0268;NL;1
STU01194;21-04-2022;01-09-2021;2021;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2021;1;0;0;VWO;Nederlandse;J;V;6531EF;Nijmegen;NL;6500AA;NL;00DK;Montessori College;0268;NL;1
STU02068;20-01-2025;01-09-2024;2024;;Uitgeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2024;1;0;0;HAVO;Nederlandse;J;V;6501AB;Arnhem;NL;6503EF;NL;00GQ;Dominicus College;0268;NL;1
STU00331;10-01-2020;01-09-2019;2019;;Geannuleerd;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2019;1;0;0;HAVO;Nederlandse;J;M;6501AB;Eindhoven;NL;6531EF;NL;00GQ;Dominicus College;0268;NL;1
STU01429;15-11-2022;01-09-2022;2022;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2022;1;0;0;VWO;Nederlandse;J;V;6501AB;Arnhem;NL;6511AB;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU00818;02-02-2021;01-09-2020;2020;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2020;1;0;0;VWO;Duitse;J;V;6512BH;Arnhem;DE;6500AA;NL;DE02;Gesamtschule Emmerich;EMME;DE;1
STU01751;24-05-2024;01-09-2023;2023;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2023;1;0;0;HBO;Nederlandse;J;M;6504GH;Arnhem;NL;6531EF;NL;00GQ;Dominicus College;0268;NL;1
STU01141;28-01-2022;01-09-2021;2021;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2021;1;0;0;WO;Nederlandse;J;M;6521CD;Nijmegen;NL;6531EF;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU01223;26-01-2022;01-09-2021;2021;22-02-2022;Geannuleerd;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2021;1;0;0;VWO;Nederlandse;J;M;6503EF;Nijmegen;NL;6551IJ;NL;00AH;Canisius College;0268;NL;1
STU01316;25-05-2023;01-09-2022;2022;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2022;1;0;0;VWO;Nederlandse;J;V;6502CD;Nijmegen;NL;6504GH;NL;00AH;Canisius College;0268;NL;1
STU01159;02-06-2022;01-09-2021;2021;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2021;1;0;0;HAVO;Duitse;J;V;6525HR;Nijmegen;DE;6502CD;NL;DE01;Gymnasium Kleve;KLEV;DE;1
STU00494;28-02-2020;01-09-2019;2019;;Geannuleerd;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2019;1;0;0;VWO;Duitse;J;M;6531EF;Nijmegen;DE;6502CD;NL;DE01;Gymnasium Kleve;KLEV;DE;1
STU00775;21-09-2021;01-09-2020;2020;16-10-2020;Geannuleerd;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2020;1;0;0;VWO;Nederlandse;J;V;6501AB;Arnhem;NL;6525HP;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU01269;12-10-2021;01-10-2021;2021;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2021;1;0;0;VWO;Duitse;J;M;6502CD;Nijmegen;DE;6500AA;NL;DE02;Gesamtschule Emmerich;EMME;DE;1
STU00869;24-02-2021;01-09-2020;2020;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2020;1;0;0;WO;Nederlandse;J;M;6511AB;Wageningen;NL;6521CD;NL;00BJ;Kandinsky College;0268;NL;1
STU00890;18-01-2021;01-09-2020;2020;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2020;1;0;0;VWO;Nederlandse;J;M;6525HR;Wageningen;NL;6521CD;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU01571;10-04-2023;01-09-2022;2022;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2022;1;0;0;VWO;Nederlandse;J;M;6521CD;Nijmegen;NL;6521CD;NL;00GQ;Dominicus College;0268;NL;1
STU01497;07-07-2023;01-09-2022;2022;18-08-2023;Geannuleerd;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2022;1;0;0;HBO;Nederlandse;J;M;6503EF;Eindhoven;NL;6500AA;NL;00BJ;Kandinsky College;0268;NL;1
STU01905;07-08-2024;01-09-2023;2023;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2023;1;0;0;HBO;Nederlandse;J;V;6503EF;Nijmegen;NL;6531EF;NL;00AH;Canisius College;0268;NL;1
STU01548;01-11-2022;01-09-2022;2022;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2022;1;0;0;WO;Belgische;J;M;6525HP;Nijmegen;NL;6525HR;NL;00BJ;Kandinsky College;0268;NL;1
STU00174;21-03-2019;01-10-2018;2018;02-05-2019;Geannuleerd;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2018;1;0;0;VWO;Nederlandse;J;V;6504GH;Arnhem;NL;6501AB;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU01871;15-12-2023;01-09-2023;2023;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2023;1;0;0;VWO;Nederlandse;J;V;6512BH;Arnhem;NL;6512BH;NL;00BJ;Kandinsky College;0268;NL;1
STU01130;11-11-2021;01-09-2021;2021;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2021;1;0;0;HBO;Nederlandse;J;V;6551IJ;Arnhem;NL;6525HR;NL;00GQ;Dominicus College;0268;NL;1
STU00312;12-06-2019;01-09-2018;2018;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2018;1;0;0;WO;Nederlandse;J;M;6525HP;Wageningen;NL;6511AB;NL;00DK;Montessori College;0268;NL;1
STU00210;26-08-2019;01-10-2018;2018;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2018;1;0;0;HAVO;Duitse;J;V;6541GH;Arnhem;DE;6512BH;NL;DE01;Gymnasium Kleve;KLEV;DE;1
STU01730;29-04-2024;01-09-2023;2023;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2023;1;0;0;VWO;Nederlandse;J;M;6512BH;Wageningen;NL;6551IJ;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU00587;14-04-2020;01-09-2019;2019;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2019;1;0;0;WO;Nederlandse;J;M;6551IJ;Arnhem;NL;6502CD;NL;09AA;Gymnasium Arnhem;0202;NL;1
STU01421;15-06-2023;01-09-2022;2022;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2022;1;0;0;HBO;Nederlandse;J;M;6512BH;Wageningen;NL;6525ED;NL;00BJ;Kandinsky College;0268;NL;1
STU00770;18-08-2021;01-09-2020;2020;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2020;1;0;0;VWO;Nederlandse;J;M;6525ED;Arnhem;NL;6551IJ;NL;00GQ;Dominicus College;0268;NL;1
STU00968;20-12-2021;01-09-2021;2021;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2021;1;0;0;VWO;Nederlandse;J;M;6503EF;Arnhem;NL;6500AA;NL;00AH;Canisius College;0268;NL;1
STU01511;22-11-2022;01-09-2022;2022;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2022;1;0;0;HBO;Belgische;J;V;6551IJ;Nijmegen;NL;6525HP;NL;00BJ;Kandinsky College;0268;NL;1
STU01592;05-09-2023;01-09-2022;2022;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2022;1;0;0;VWO;Nederlandse;J;M;6500AA;Nijmegen;NL;6534ST;NL;00BJ;Kandinsky College;0268;NL;1
STU01682;08-03-2024;01-10-2023;2023;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2023;1;0;0;WO;Nederlandse;J;V;6503EF;Nijmegen;NL;6541GH;NL;00GQ;Dominicus College;0268;NL;1
STU01774;16-05-2024;01-09-2023;2023;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2023;1;0;0;WO;Nederlandse;J;M;6503EF;Eindhoven;NL;6501AB;NL;00GQ;Dominicus College;0268;NL;1
STU01561;31-01-2023;01-09-2022;2022;20-02-2023;Geannuleerd;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2022;1;0;0;VWO;Nederlandse;J;M;6503EF;Arnhem;NL;6512BH;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU01894;23-05-2024;01-09-2023;2023;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2023;1;0;0;VWO;Nederlandse;J;V;6534ST;Nijmegen;NL;6525HR;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
STU00338;25-02-2020;01-09-2019;2019;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2019;1;0;0;HBO;Duitse;J;V;6504GH;Wageningen;DE;6521CD;NL;DE01;Gymnasium Kleve;KLEV;DE;1
STU00779;24-05-2021;01-09-2020;2020;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2020;1;0;0;VWO;Duitse;J;V;6525HR;Nijmegen;DE;6511AB;NL;DE02;Gesamtschule Emmerich;EMME;DE;1
STU01139;10-01-2022;01-09-2021;2021;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2021;1;0;0;VWO;Nederlandse;J;V;6525ED;Nijmegen;NL;6521CD;NL;00DK;Montessori College;0268;NL;1
STU00224;14-06-2019;01-09-2018;2018;;Ingeschreven;NWI;Propedeuse Bachelor;56964;B Informatica;Informatica;Informatica;2018;1;0;0;VWO;Nederlandse;J;V;6503EF;Arnhem;NL;6551IJ;NL;00GQ;Dominicus College;0268;NL;1
STU01755;20-03-2024;01-09-2023;2023;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2023;1;0;0;WO;Nederlandse;J;V;6534ST;Nijmegen;NL;6525ED;NL;00AH;Canisius College;0268;NL;1
STU00442;16-04-2020;01-10-2019;2019;;Ingeschreven;SOW;Propedeuse Bachelor;56615;B Communicatiewetenschap;Communicatiewetenschap;Communicatiewetenschap;2019;1;0;0;VWO;Belgische;J;V;6501AB;Arnhem;NL;6525HR;NL;00GQ;Dominicus College;0268;NL;1
STU01679;12-02-2024;01-09-2023;2023;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2023;1;0;0;VWO;Duitse;J;M;6541GH;Nijmegen;DE;6525HR;NL;DE02;Gesamtschule Emmerich;EMME;DE;1
STU00663;04-01-2021;01-09-2020;2020;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2020;1;0;0;HAVO;Nederlandse;J;V;6525ED;Wageningen;NL;6525ED;NL;00DK;Montessori College;0268;NL;1
STU01360;18-07-2023;01-10-2022;2022;;Ingeschreven;MAN;Propedeuse Bachelor;50645;B Bedrijfskunde;Bedrijfskunde;Bedrijfskunde;2022;1;0;0;HBO;Belgische;J;M;6534ST;Arnhem;NL;6531EF;NL;00BJ;Kandinsky College;0268;NL;1
STU01870;04-12-2023;01-09-2023;2023;;Ingeschreven;SOW;Propedeuse Bachelor;56604;B Psychologie;Psychologie;Psychologie;2023;1;0;0;VWO;Nederlandse;J;M;6525ED;Eindhoven;NL;6503EF;NL;00GP;Stedelijk Gymnasium Nijmegen;0268;NL;1
